LClick,"(-308, 1487)",0.700,10,none,-318,-298,1477,1497,,,LClick
LClick,"(-620, 1781)",1.156,10,none,-630,-610,1771,1791,none,none,LClick
LClick,"(-541, 1571)",0.949,10,none,-551,-531,1561,1581,none,none,LClick
